2	 203	 90
2	 203	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 211	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 211	 80
2	 210	 90
2	 210	 80
2	 210	 90
2	 210	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 206	 80
2	 206	 90
2	 211	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 211	 80
2	 211	 90
2	 211	 80
2	 211	 90
2	 202	 80
2	 197	 80
2	 197	 80
2	 187	 90
2	 187	 80
2	 177	 90
2	 172	 80
2	 172	 80
2	 162	 90
2	 158	 80
2	 153	 80
2	 149	 90
2	 149	 80
2	 139	 80
2	 134	 90
2	 129	 80
2	 124	 80
2	 118	 90
2	 114	 80
2	 109	 80
2	 109	 90
2	 100	 85
2	 100	 80
2	 90	 80
2	 86	 90
2	 86	 80
2	 76	 80
2	 70	 90
2	 70	 80
2	 61	 80
2	 61	 90
2	 61	 80
2	 51	 80
2	 51	 90
2	 51	 80
2	 51	 80
2	 51	 90
2	 51	 80
2	 51	 80
2	 51	 90
2	 51	 80
2	 52	 80
2	 58	 90
2	 63	 80
2	 67	 80
2	 71	 90
2	 76	 80
2	 81	 80
2	 81	 90
2	 92	 80
2	 92	 90
2	 100	 80
2	 99	 80
2	 99	 90
2	 99	 80
2	 99	 80
2	 99	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 95	 90
2	 91	 80
2	 91	 80
2	 91	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 95	 90
2	 90	 80
2	 86	 80
2	 82	 90
2	 77	 80
2	 76	 80
2	 83	 90
2	 83	 80
2	 92	 80
2	 96	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 90
2	 100	 70
2	 100	 80
2	 100	 100
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 99	 80
2	 99	 90
2	 99	 80
2	 99	 80
2	 99	 90
2	 99	 80
2	 99	 80
2	 100	 90
2	 100	 80
2	 99	 83
2	 99	 80
2	 99	 90
2	 99	 80
2	 100	 80
2	 100	 90
2	 99	 80
2	 99	 90
2	 99	 80
2	 99	 80
2	 100	 120
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 100	 90
2	 100	 80
2	 100	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 112	 80
2	 117	 80
2	 123	 90
2	 123	 80
2	 132	 80
2	 137	 90
2	 141	 80
2	 147	 80
2	 147	 90
2	 156	 80
2	 161	 80
2	 161	 90
2	 172	 80
2	 176	 80
2	 181	 90
2	 187	 80
2	 187	 90
2	 196	 80
2	 199	 80
2	 199	 90
2	 196	 80
2	 196	 80
2	 196	 90
2	 196	 80
2	 196	 80
2	 196	 90
2	 196	 80
2	 196	 80
2	 196	 90
2	 196	 80
2	 196	 80
2	 201	 90
2	 201	 80
2	 212	 80
2	 216	 90
2	 216	 80
2	 216	 90
2	 216	 80
2	 216	 80
2	 216	 80
2	 216	 90
2	 216	 80
2	 216	 80
2	 5	 90
2	 9	 80
2	 9	 90
2	 20	 80
2	 24	 80
2	 28	 90
2	 32	 80
2	 37	 80
2	 43	 90
2	 43	 80
2	 52	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 53	 90
2	 59	 82
2	 59	 80
2	 68	 90
2	 73	 80
2	 75	 80
2	 75	 90
2	 75	 80
2	 75	 80
2	 75	 90
2	 84	 80
2	 88	 80
2	 93	 90
2	 97	 80
2	 97	 80
2	 108	 90
2	 113	 80
2	 117	 80
2	 117	 90
2	 123	 80
2	 123	 80
2	 123	 90
2	 124	 80
2	 125	 80
2	 131	 90
2	 131	 80
2	 140	 80
2	 144	 90
2	 149	 80
2	 152	 80
2	 157	 90
2	 163	 86
2	 163	 80
2	 171	 80
2	 171	 90
2	 179	 80
2	 184	 80
2	 188	 90
2	 193	 80
2	 196	 90
2	 196	 80
2	 196	 80
2	 196	 80
2	 196	 90
2	 196	 80
2	 200	 90
2	 205	 80
2	 209	 80
2	 209	 90
2	 209	 80
2	 209	 80
2	 209	 80
2	 209	 90
2	 209	 80
2	 209	 90
2	 209	 80
2	 209	 80
2	 5	 90
2	 8	 80
2	 13	 80
2	 19	 90
2	 19	 80
2	 28	 80
2	 33	 90
2	 37	 80
2	 43	 90
2	 43	 80
2	 52	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 43	 90
2	 38	 80
2	 37	 80
2	 43	 90
2	 43	 80
2	 43	 80
2	 52	 90
2	 52	 80
2	 52	 80
2	 51	 90
2	 52	 80
2	 57	 80
2	 57	 90
2	 68	 80
2	 72	 80
2	 72	 90
2	 72	 80
2	 72	 80
2	 72	 90
2	 72	 80
2	 72	 80
2	 72	 90
2	 72	 80
2	 72	 90
2	 72	 80
2	 72	 80
2	 72	 90
2	 75	 80
2	 75	 80
2	 75	 90
2	 75	 80
2	 75	 80
2	 75	 90
2	 75	 80
2	 75	 80
2	 76	 90
2	 76	 80
2	 75	 80
2	 75	 90
2	 75	 80
2	 75	 80
2	 76	 90
2	 76	 80
2	 75	 80
2	 75	 90
2	 75	 80
2	 75	 80
2	 76	 90
2	 76	 80
2	 76	 80
2	 76	 90
2	 76	 80
2	 76	 80
2	 76	 90
2	 76	 80
2	 76	 90
2	 76	 80
2	 76	 80
2	 76	 90
2	 76	 80
2	 76	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 90
2	 109	 80
2	 108	 80
2	 112	 90
2	 117	 80
2	 117	 80
2	 123	 90
2	 123	 80
2	 123	 80
2	 123	 90
2	 125	 80
2	 128	 80
2	 133	 90
2	 137	 80
2	 137	 80
2	 147	 90
2	 148	 80
2	 148	 80
2	 148	 90
2	 147	 80
2	 147	 80
2	 147	 90
2	 147	 80
2	 148	 80
2	 153	 90
2	 153	 80
2	 164	 80
2	 168	 90
2	 173	 80
2	 173	 90
2	 179	 80
2	 179	 80
2	 188	 90
2	 192	 80
2	 197	 80
2	 203	 90
2	 203	 80
2	 212	 80
2	 206	 90
2	 206	 80
2	 196	 80
2	 190	 90
2	 190	 80
2	 195	 90
2	 200	 80
2	 204	 80
2	 210	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 212	 80
2	 212	 80
2	 212	 90
2	 204	 80
2	 204	 80
2	 2
