2	 0	 125
2	 0	 125
2	 0	 124
2	 0	 110
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 94
2	 0	 116
2	 0	 106
2	 0	 99
2	 0	 109
2	 0	 109
2	 0	 94
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 94
2	 0	 140
2	 0	 109
2	 0	 110
2	 0	 83
2	 0	 109
2	 0	 109
2	 0	 125
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 93
2	 0	 110
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 125
2	 0	 109
2	 0	 109
2	 0	 94
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 93
2	 0	 110
2	 0	 93
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 93
2	 0	 110
2	 0	 93
2	 0	 109
2	 0	 110
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 109
2	 0	 94
2	 0	 109
2	 111	 99
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 90
2	 111	 100
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 90
2	 111	 90
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 83
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 111	 80
2	 111	 80
2	 111	 90
2	 116	 80
2	 120	 80
2	 124	 90
2	 128	 80
2	 132	 80
2	 136	 90
2	 141	 80
2	 145	 90
2	 145	 80
2	 155	 80
2	 155	 90
2	 164	 80
2	 168	 80
2	 172	 90
2	 176	 80
2	 180	 80
2	 184	 82
2	 189	 90
2	 193	 80
2	 193	 80
